"Les Rezéens et le bruit du trafic aérien"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"Détails de la soumission"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"Séquentiel"|"SID"|"Heure de soumission"|"Heure de complétion"|"Heure de modification"|"Brouillon"|"Adresse IP"|"UID"|"Nom d'utilisateur"|"1/ En pensant aux 12 derniers mois, lorsque vous êtes chez vous, dans quelle mesure le bruit des avions vous gêne-t-il ?"|"2/ En pensant aux 12 derniers mois, lorsque vous êtes chez vous, durant la nuit ou lorsque vous souhaitez dormir, dans quelle mesure le bruit des avions vous gêne-t-il ?"|"3/ Êtes-vous... "|"4/ Quelle est votre tranche d'âge ?"|"5/ En ce qui concerne le bruit en général, estimez-vous que par rapport aux personnes de votre entourage, vous êtes..."|"6/ Dans quel quartier habitez-vous ?"|"7/ Êtes-vous situés ""oui"" ou ""non"" dans la zone III du Plan de Gêne Sonore ? "|" Souhaitez-vous nous faire part de vos commentaires sur cette enquête ou plus généralement sur le bruit des avions ?"
"68"|"22242558"|"06/06/2024 - 21:08"|"06/06/2024 - 21:08"|"06/06/2024 - 21:08"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"un homme"|"40-54"|"un peu moins sensible"|"Autre"|"Non"|""
"69"|"22242590"|"06/06/2024 - 21:10"|"06/06/2024 - 21:10"|"06/06/2024 - 21:10"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"une femme"|"25-39"|"aussi sensible"|"Pont-Rousseau"|"Non"|"Bruit omniprésent lors des décollages meme lorsque toutes les fenêtres sont fermées alors mêmes que nous sommes dans une maison neuve très bien insonorisée."
"70"|"22242620"|"06/06/2024 - 21:12"|"06/06/2024 - 21:12"|"06/06/2024 - 21:12"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Légèrement"|"une femme"|"25-39"|"un peu plus sensible"|"Ragon"|"Non"|""
"71"|"22242709"|"06/06/2024 - 21:20"|"06/06/2024 - 21:20"|"06/06/2024 - 21:20"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Pas du tout"|"une femme"|"25-39"|"beaucoup plus sensible"|"Trentemoult-les Isles"|"Oui"|""
"72"|"22242780"|"06/06/2024 - 21:25"|"06/06/2024 - 21:25"|"06/06/2024 - 21:25"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"55-64"|"aussi sensible"|"Trentemoult-les Isles"|"Oui"|"C’est insupportable le soir , les we et pendant les vacances. Les gens de passage sont très gênés."
"73"|"22242909"|"06/06/2024 - 21:35"|"06/06/2024 - 21:35"|"06/06/2024 - 21:35"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"une femme"|"25-39"|"aussi sensible"|"Trentemoult-les Isles"|"Oui"|""
"74"|"22242944"|"06/06/2024 - 21:38"|"06/06/2024 - 21:38"|"06/06/2024 - 21:38"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Légèrement"|"un homme"|"55-64"|"aussi sensible"|"Trentemoult-les Isles"|"Non"|"Curieusement, la zone III dessinée sur la carte contourne Trentemoult alors que les avions survolent réellement la zone d’habitation à faible altitude (la zone d’alignement semble difficilement respectée). Le bruit devient INTOLÉRABLE lors des we d’affluence de vols, à mi-journée ou en fin d’après-midi (jusqu’à 1 atterrissage toutes les 3 à 5 minutes), au point d’empêcher toute conversation en extérieur lors du passage des avions. À noter que les avions sont également très présents le matin à l’ouverture de l’aéroport, avec un décollage toutes les 3 à 5 minutes. "
"75"|"22242976"|"06/06/2024 - 21:40"|"06/06/2024 - 21:40"|"06/06/2024 - 21:40"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"une femme"|"40-54"|"aussi sensible"|"Ragon"|"Non"|""
"76"|"22243159"|"06/06/2024 - 21:57"|"06/06/2024 - 21:57"|"06/06/2024 - 21:57"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|""|"une femme"|"55-64"|"beaucoup moins sensible"|"Trentemoult-les Isles"|"Non"|""
"77"|"22243173"|"06/06/2024 - 21:58"|"06/06/2024 - 21:58"|"06/06/2024 - 21:58"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"25-39"|"aussi sensible"|"Trentemoult-les Isles"|"Non"|"C’est infernal pour dormir avec des horaires décalés. Passer un coût de téléphone dans le jardin lors de journées de retour de vacances c’est une coupure faute de pouvoir entendre toute les deux minutes. Respecter le couvre feux serai un minimum et conciderer Trentemoult comme impacter serai un minimum. "
"78"|"22243626"|"06/06/2024 - 22:45"|"06/06/2024 - 22:45"|"06/06/2024 - 22:45"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"un homme"|"40-54"|"aussi sensible"|"Pont-Rousseau"|"Non"|"Gêne au décollage du matin qui réveille !"
"79"|"22243678"|"06/06/2024 - 22:51"|"06/06/2024 - 22:51"|"06/06/2024 - 22:51"|"0"|"0.0.0.0"|"0"|"Anonymous"|""|""|"une femme"|"40-54"|"aussi sensible"|"Trentemoult-les Isles"|"Non"|"Ce bruit est ultra gênant pour tous les habitants.
Cela nous gène a toute heure de la journée et de la soirée "
"80"|"22243681"|"06/06/2024 - 22:51"|"06/06/2024 - 22:51"|"06/06/2024 - 22:51"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"un homme"|"55-64"|"aussi sensible"|"La Houssais"|"Non"|"pour moi c'est plus le atterissages après le couvre feu qui me sont pénalisant,
je suis à 100 métres de la zone 3"
"81"|"22243687"|"06/06/2024 - 22:52"|"06/06/2024 - 22:52"|"06/06/2024 - 22:52"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"40-54"|"aussi sensible"|"Pont-Rousseau"|"Non"|"Je suis réveillée tous les matins par le premier avion de 6h14 puis tous ceux qui suivent m’empêchent de me rendormir, week-endroit compris. Idem pour les enfants. Cela impacte notre santé. Plus de 25 avions entre 6h et 9h ce n’est plus tenable. Je suis étonnée de ne pas voir la zone Jean Fraix/St Paul dans les zones impactées.
Je note aussi que les dépassements des horaires nocturnes sont fréquents. 
Bien cordialement."
"82"|"22243718"|"06/06/2024 - 22:56"|"06/06/2024 - 22:56"|"06/06/2024 - 22:56"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"une femme"|"40-54"|"un peu moins sensible"|"Pont-Rousseau"|"Non"|""
"83"|"22243728"|"06/06/2024 - 22:58"|"06/06/2024 - 22:58"|"06/06/2024 - 22:58"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Moyennement"|"une femme"|"40-54"|"aussi sensible"|"Pont-Rousseau"|"Non"|""
"84"|"22243754"|"06/06/2024 - 23:00"|"06/06/2024 - 23:00"|"06/06/2024 - 23:00"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"un homme"|"40-54"|"aussi sensible"|"Château"|"Oui"|"Il y a de gros écarts de bruit et la fréquence est un facteur agravant."
"85"|"22243770"|"06/06/2024 - 23:02"|"06/06/2024 - 23:02"|"06/06/2024 - 23:02"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Pas du tout"|"une femme"|"40-54"|"aussi sensible"|"La Blordière"|"Non"|""
"86"|"22243811"|"06/06/2024 - 23:06"|"06/06/2024 - 23:06"|"06/06/2024 - 23:06"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Extrêmement"|"une femme"|"40-54"|"aussi sensible"|"Autre"|"Non"|"La gêne est vraiment importante sur les vols des avions le soir et le matin dès 6 heures du matin. J'habite près de chêne gala. Et si je dors la fenêtre ouverte l'été, je suis empêchée de dormir le soir jusqu'à environ 23 h et plus tard parfois, et je suis systématiquement réveillée le matin à 6h. En journée, cela reste moins gênant. "
"87"|"22243901"|"06/06/2024 - 23:20"|"06/06/2024 - 23:20"|"06/06/2024 - 23:20"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"40-54"|"aussi sensible"|"Trentemoult-les Isles"|""|"Les avions me réveillent tous les matins"
"88"|"22243963"|"06/06/2024 - 23:32"|"06/06/2024 - 23:32"|"06/06/2024 - 23:32"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Beaucoup"|"une femme"|"55-64"|"beaucoup plus sensible"|"Trentemoult-les Isles"|"Oui"|"Tous les avions ne font pas des bruits très gênants, mais certains la nuit où tôt le matin me réveillent. "
"89"|"22244003"|"06/06/2024 - 23:41"|"06/06/2024 - 23:41"|"06/06/2024 - 23:41"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"une femme"|"40-54"|"un peu plus sensible"|"Trentemoult-les Isles"|"Non"|""
"90"|"22244017"|"06/06/2024 - 23:45"|"06/06/2024 - 23:45"|"06/06/2024 - 23:45"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"55-64"|"un peu plus sensible"|"La Houssais"|"Non"|""
"91"|"22244018"|"06/06/2024 - 23:45"|"06/06/2024 - 23:45"|"06/06/2024 - 23:45"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Légèrement"|"une femme"|"55-64"|"aussi sensible"|"Trentemoult-les Isles"|"Oui"|""
"92"|"22244105"|"07/06/2024 - 00:05"|"07/06/2024 - 00:05"|"07/06/2024 - 00:05"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Moyennement"|"un homme"|"25-39"|"aussi sensible"|"Trentemoult-les Isles"|"Non"|""
"93"|"22244125"|"07/06/2024 - 00:14"|"07/06/2024 - 00:14"|"07/06/2024 - 00:14"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"une femme"|"18-24"|"un peu moins sensible"|"Trentemoult-les Isles"|"Oui"|""
"94"|"22244298"|"07/06/2024 - 02:40"|"07/06/2024 - 02:40"|"07/06/2024 - 02:40"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Extrêmement"|"une femme"|"55-64"|"beaucoup plus sensible"|"Trentemoult-les Isles"|"Oui"|""
"95"|"22244386"|"07/06/2024 - 05:37"|"07/06/2024 - 05:37"|"07/06/2024 - 05:37"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"40-54"|"beaucoup plus sensible"|"Autre"|"Oui"|"Décollage des avions jusqu'à 23h voir plus...
PB de sommeil et stress...."
"96"|"22244448"|"07/06/2024 - 06:25"|"07/06/2024 - 06:25"|"07/06/2024 - 06:25"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"une femme"|"40-54"|"aussi sensible"|"Trentemoult-les Isles"|"Oui"|"Le bruit est relativement tolérable hormis certains passages très tôt ou tard. Et certains dimanche après midi"
"97"|"22244505"|"07/06/2024 - 06:45"|"07/06/2024 - 06:45"|"07/06/2024 - 06:45"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"une femme"|"40-54"|"aussi sensible"|"Trentemoult-les Isles"|"Non"|"Impossible de discuter dehors quand un avion passe. Le dimanche c'est infernal."
"98"|"22244517"|"07/06/2024 - 06:49"|"07/06/2024 - 06:49"|"07/06/2024 - 06:49"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"un homme"|"40-54"|"aussi sensible"|"Pont-Rousseau"|"Non"|"Le bruit des avions est gênant en particulier lors des nombreux départs du matin (à partir de 6h). J'estime perdre 1h de sommeil tous les jours. Cela me force également à mettre des boules quies pour dormir."
"99"|"22244556"|"07/06/2024 - 06:59"|"07/06/2024 - 06:59"|"07/06/2024 - 06:59"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Beaucoup"|"une femme"|"55-64"|"aussi sensible"|"Autre"|"Non"|"Le plan de gene sonore n'est pas réactualisé (2019) or les couloirs aeriens ont changés depuis le covid. Les avions passent beaucoup plus au dessus de mon domicile. Meme si je ne suis pas en zone 3. Il devrait être réactualisé en fonction du traffic actuel. (quartier trocardière) "
"100"|"22244574"|"07/06/2024 - 07:05"|"07/06/2024 - 07:05"|"07/06/2024 - 07:05"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Beaucoup"|"un homme"|"55-64"|"aussi sensible"|"Autre"|"Non"|"La carte de gene sonore devrait être actualisée en fonction du trafic actuel qui a changé depuis le covid. Le trafic est beaucoup plus important au dessus de mon domicile. (quartier trocardiere) "
"101"|"22244636"|"07/06/2024 - 07:19"|"07/06/2024 - 07:19"|"07/06/2024 - 07:19"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"un homme"|"40-54"|"un peu moins sensible"|"La Houssais"|"Non"|"même si ça n'est pas une décision locale, comment peut on envisager de diminuer le traffic aerien quand on voit le prix des alternatives (train, peage autoroute+carburant) ?"
"102"|"22244640"|"07/06/2024 - 07:20"|"07/06/2024 - 07:20"|"07/06/2024 - 07:20"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"65-79"|"beaucoup plus sensible"|"Trentemoult-les Isles"|"Non"|"Le bruit en général dans la ville est une nuisance de plus en plus prégnante. C’est épuisant et stressant.
"
"103"|"22244699"|"07/06/2024 - 07:30"|"07/06/2024 - 07:30"|"07/06/2024 - 07:30"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"un homme"|"40-54"|"aussi sensible"|"Trentemoult-les Isles"|"Non"|"Au-delà de la modernisation des flottes d'avion, ou du travail sur la trajectoire, l'acceptabilité de la nuisances passe par une diminution de la récurrence, et un meilleur étalement. "
"104"|"22244744"|"07/06/2024 - 07:38"|"07/06/2024 - 07:38"|"07/06/2024 - 07:38"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"40-54"|"aussi sensible"|"Trentemoult-les Isles"|"Non"|"Le bruit des avions est extrêmement puissant dans notre quartier. Il me réveille dès 6h du matin, lorsque le trafic reprend. C'est devenu une habitude de sortir de ma nuit avec le bruit des moteurs..."
"105"|"22244749"|"07/06/2024 - 07:38"|"07/06/2024 - 07:38"|"07/06/2024 - 07:38"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"un homme"|"40-54"|"aussi sensible"|"Trentemoult-les Isles"|"Non"|"Remise de gaz, augmentation des fréquences, non respect des couloirs, la situation empire."
"106"|"22244789"|"07/06/2024 - 07:43"|"07/06/2024 - 07:43"|"07/06/2024 - 07:43"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"Je préfère ne pas le dire"|"40-54"|"aussi sensible"|"Trentemoult-les Isles"|""|""
"107"|"22245946"|"07/06/2024 - 09:00"|"07/06/2024 - 09:00"|"07/06/2024 - 09:00"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"40-54"|"aussi sensible"|"La Blordière"|"Non"|"Gêne principalement le soir et le matin lors des virages au-dessus de l'église de REZE"
"108"|"22247542"|"07/06/2024 - 10:02"|"07/06/2024 - 10:02"|"07/06/2024 - 10:02"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"un homme"|"65-79"|"aussi sensible"|"Ragon"|"Oui"|"Nous avons beaucoup plus souvent des decollages vers le sud est et qui survole Ragon ouest avec un niveau sonore mesuré de 80 db. 
Cela est inssuportable le matin avant 7h et le soir apres 23h.
Il faudrait repartir differement les trajectoires de decollages et reporter l evolution du traffic a partir d autres aeroport de l ouest."
"109"|"22247878"|"07/06/2024 - 10:12"|"07/06/2024 - 10:12"|"07/06/2024 - 10:12"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Légèrement"|"une femme"|"25-39"|"aussi sensible"|"La Blordière"|"Non"|""
"110"|"22247972"|"07/06/2024 - 10:16"|"07/06/2024 - 10:16"|"07/06/2024 - 10:16"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"un homme"|"25-39"|"un peu moins sensible"|"Trentemoult-les Isles"|"Non"|"Un seul mot, insupportable ! Je suis dans les ruelles de Trentemoult. Comment se fait-il que je vois des avions passer au dessus de ma terrasse n’étant dans aucune des trois zones ?"
"111"|"22248035"|"07/06/2024 - 10:18"|"07/06/2024 - 10:18"|"07/06/2024 - 10:18"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"40-54"|"aussi sensible"|"Château"|"Oui"|"A une maison près je suis dans la zone 3 du plan de gène sonore. 
Pendant des années j'arrivais à me rendormir après l'avion de 6h mais je n'y arrive plus. Je suis en manque de sommeil tous les jours. Malgré les boules quiès."
"112"|"22248153"|"07/06/2024 - 10:22"|"07/06/2024 - 10:22"|"07/06/2024 - 10:22"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"40-54"|"un peu plus sensible"|"Château"|"Oui"|"Je suis réveillé à 5h 45 tous les matins.
Et J attends l avion…..
Que se passe-t-il dans mon sommeil, chez moi?

Lorsque je suis ailleurs que chez moi, je dors facilement jusqu’à 8h….

"
"113"|"22248374"|"07/06/2024 - 10:29"|"07/06/2024 - 10:29"|"07/06/2024 - 10:29"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"40-54"|"aussi sensible"|"Autre"|"Non"|""
"114"|"22248449"|"07/06/2024 - 10:32"|"07/06/2024 - 10:32"|"07/06/2024 - 10:32"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"un homme"|"25-39"|"un peu moins sensible"|"Château"|"Non"|""
"115"|"22248554"|"07/06/2024 - 10:36"|"07/06/2024 - 10:36"|"07/06/2024 - 10:36"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Légèrement"|"un homme"|"25-39"|"un peu moins sensible"|"Trentemoult-les Isles"|"Non"|""
"116"|"22248808"|"07/06/2024 - 10:45"|"07/06/2024 - 10:45"|"07/06/2024 - 10:45"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"une femme"|"25-39"|"un peu moins sensible"|"La Houssais"|"Oui"|"Bonjour,
Ce qui est gênant c’est la densité des vols aux heures de pointe , tôt le matin, en soirée,
Il s’agit des heures auxquelles nous aimerions être sur la terrasse.
Bonne journée "
"117"|"22248817"|"07/06/2024 - 10:46"|"07/06/2024 - 10:46"|"07/06/2024 - 10:46"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Pas du tout"|"Pas du tout"|"une femme"|"25-39"|"aussi sensible"|"Trentemoult-les Isles"|"Oui"|""
"118"|"22249015"|"07/06/2024 - 10:52"|"07/06/2024 - 10:52"|"07/06/2024 - 10:52"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Extrêmement"|"un homme"|"40-54"|"un peu plus sensible"|"Autre"|"Non"|"Tous les matins à partir de 6h10, c'est le même cirque qui recommence ! Le bruit change la vie (et pas dans le bon sens)"
"119"|"22249472"|"07/06/2024 - 11:09"|"07/06/2024 - 11:09"|"07/06/2024 - 11:09"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"une femme"|"40-54"|"un peu plus sensible"|"Trentemoult-les Isles"|"Oui"|""
"120"|"22249485"|"07/06/2024 - 11:09"|"07/06/2024 - 11:09"|"07/06/2024 - 11:09"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"un homme"|"55-64"|"aussi sensible"|"La Houssais"|"Oui"|""
"121"|"22249556"|"07/06/2024 - 11:13"|"07/06/2024 - 11:13"|"07/06/2024 - 11:13"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"25-39"|"un peu plus sensible"|"La Houssais"|"Non"|"Un élargissement du plan de gêne sonore me semble nécessaire. "
"122"|"22250108"|"07/06/2024 - 11:32"|"07/06/2024 - 11:32"|"07/06/2024 - 11:32"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|""|""|"aussi sensible"|""|""|"Le dernier avion qui me gêne beaucoup passe vers 23h45. Le matin je suis vraiment très gênée à partir de 6h15. Il passe plus d'une dizaine d'avions en une heure à e moment-là, impossible de dormir."
"123"|"22250450"|"07/06/2024 - 11:45"|"07/06/2024 - 11:45"|"07/06/2024 - 11:45"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"un homme"|"65-79"|"beaucoup plus sensible"|"Château"|"Oui"|"Les avions pourraient décoller vers le pont de cheviré  50 000 personnes seraient moins gênés. "
"124"|"22250748"|"07/06/2024 - 11:57"|"07/06/2024 - 11:57"|"07/06/2024 - 11:57"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Extrêmement"|"un homme"|"65-79"|"aussi sensible"|"La Houssais"|"Oui"|"J'ai du mal à comprendre pourquoi dans les mêmes conditions météo et pour le même modèle d'avion avec la même destination,certains d'entre eux parviennent à ""éviter"" de passer juste au dessus de la Houssaie évitant ainsi la gène de milliers de résidants. "
"125"|"22251174"|"07/06/2024 - 12:15"|"07/06/2024 - 12:15"|"07/06/2024 - 12:15"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Légèrement"|"une femme"|"40-54"|"un peu plus sensible"|"Ragon"|"Non"|""
"126"|"22251242"|"07/06/2024 - 12:17"|"07/06/2024 - 12:17"|"07/06/2024 - 12:17"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"40-54"|"aussi sensible"|"Château"|"Non"|""
"127"|"22251266"|"07/06/2024 - 12:19"|"07/06/2024 - 12:19"|"07/06/2024 - 12:19"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"55-64"|"aussi sensible"|"Trentemoult-les Isles"|"Non"|"En extérieur, nous devons stopper nos discussions et attendre que l'avion passe pour les reprendre. 
De plus, il est impossible de dormir les fenêtres ouvertes. "
"128"|"22252179"|"07/06/2024 - 13:12"|"07/06/2024 - 13:12"|"07/06/2024 - 13:12"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Pas du tout"|"Pas du tout"|"un homme"|"25-39"|"aussi sensible"|"Pont-Rousseau"|"Non"|""
"129"|"22252699"|"07/06/2024 - 13:36"|"07/06/2024 - 13:36"|"07/06/2024 - 13:36"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"40-54"|"un peu plus sensible"|"Trentemoult-les Isles"|"Oui"|"Je n'arrive pas à voir si je suis dans la zone lll ou pas. Trentemoult ? Probablement les avions passent au-dessus des maisons. "
"130"|"22252909"|"07/06/2024 - 13:48"|"07/06/2024 - 13:48"|"07/06/2024 - 13:48"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"un homme"|"55-64"|"aussi sensible"|"Ragon"|"Non"|"Très gênant le matin à 6 heures et lorsqu on est dehors "
"131"|"22253975"|"07/06/2024 - 14:35"|"07/06/2024 - 14:35"|"07/06/2024 - 14:35"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"65-79"|"un peu plus sensible"|"Ragon"|"Oui"|"Passe de plus en plus bas (low cost) 
Le matin 6 h 1er et le soir 23 h gros porteurs .
Dans la journée je compte une 20 aine d avions 

"
"132"|"22254062"|"07/06/2024 - 14:37"|"07/06/2024 - 14:37"|"07/06/2024 - 14:37"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Extrêmement"|"une femme"|"40-54"|"aussi sensible"|"Trentemoult-les Isles"|"Non"|""
"133"|"22254199"|"07/06/2024 - 14:43"|"07/06/2024 - 14:43"|"07/06/2024 - 14:43"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"40-54"|"aussi sensible"|"Ragon"|"Non"|""
"134"|"22254821"|"07/06/2024 - 15:08"|"07/06/2024 - 15:08"|"07/06/2024 - 15:08"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Légèrement"|"un homme"|"40-54"|"aussi sensible"|"Trentemoult-les Isles"|"Oui"|"Les bruits sont très gênant en soirée particulièrement le dimanche soir, le week-end et la matin vers 6-7h"
"135"|"22254871"|"07/06/2024 - 15:10"|"07/06/2024 - 15:10"|"07/06/2024 - 15:10"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"un homme"|"40-54"|"aussi sensible"|"Trentemoult-les Isles"|"Non"|""
"136"|"22255513"|"07/06/2024 - 15:35"|"07/06/2024 - 15:35"|"07/06/2024 - 15:35"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Extrêmement"|"une femme"|"25-39"|"aussi sensible"|"Ragon"|"Non"|""
"137"|"22256784"|"07/06/2024 - 16:23"|"07/06/2024 - 16:23"|"07/06/2024 - 16:23"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"55-64"|"aussi sensible"|"La Houssais"|""|"Bonjour, 
Nous sommes reprend depuis 13 ans maintenant, dans le même logement situé dans le quartier La Houssais. La nuisance sonore des avions est de plus en plus puissante, intense et donc très nocive au quotidien avec des décollages toutes les 5 mn dès 6h00 du matin et en soirée jusqu’à minuit. La chaleur estivale est de retour et le bruit rend impossible de laisser les fenêtres ouvertes. C’est une véritable torture avec empêchement de profiter d’une bonne qualité de sommeil réparateur. 
Nous nous sentons épuisés. 
Cette nuisance sonore tend vers une problématique de santé mentale.
Cela ne fait qu’empirer surtout depuis l’après COVID. 

"
"138"|"22257082"|"07/06/2024 - 16:36"|"07/06/2024 - 16:36"|"07/06/2024 - 16:36"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"40-54"|"aussi sensible"|"Rezé-Hôtel de ville"|"Oui"|""
